"party_riding_name","riding_name","riding_id"
"Regina--Qu'Appelle Conservative Association","Regina—Qu'Appelle",47008
"Regina--Qu'Appelle Federal Liberal Association","Regina—Qu'Appelle",47008
"Renfrew--Nipissing--Pembroke Federal Liberal Association","Renfrew—Nipissing—Pembroke",35074
"Renfrew--Nipissing--Pembroke Conservative Association","Renfrew—Nipissing—Pembroke",35074
"Renfrew--Nipissing--Pembroke Federal NDP Riding Association","Renfrew—Nipissing—Pembroke",35074
"Renfrew--Nipissing--Pembroke Green Party Riding Association","Renfrew—Nipissing—Pembroke",35074
"Association de circonscription NPD de Repentigny","Repentigny",24053
"Association du Parti Vert du Canada de Repentigny","Repentigny",24053
"Repentigny Conservative Association","Repentigny",24053
"Federal Liberal Association of Repentigny","Repentigny",24053
"Bloc Québécois de Repentigny","Repentigny",24053
"Richmond Conservative Association","Richmond",59023
"Richmond Federal NDP Riding Association","Richmond",59023
"Richmond Federal Liberal Association","Richmond",59023
"Richmond Federal Green Party Association","Richmond",59023
"Richmond Hill Federal NDP Riding Association","Richmond Hill",35075
"Richmond Hill Federal Liberal Association","Richmond Hill",35075
"Richmond Hill Conservative Association","Richmond Hill",35075
"Richmond Hill Federal Green Party Association","Richmond Hill",35075
"Richmond--Arthabaska Federal NDP Riding Association","Richmond—Arthabaska",24055
"Richmond--Arthabaska Conservative Association","Richmond—Arthabaska",24055
"Association libérale fédérale de Richmond--Arthabaska","Richmond—Arthabaska",24055
"Bloc Québécois Richmond--Arthabaska","Richmond—Arthabaska",24055
"Bloc Québécois Rimouski-Neigette--Témiscouata--Les Basques","Rimouski-Neigette—Témiscouata—Les Basques",24056
"Rimouski-Neigette-Témiscouata-Les Basques Federal NDP Riding Association","Rimouski-Neigette—Témiscouata—Les Basques",24056
"Association du Parti conservateur Rimouski-Neigette--Témiscouata--Les Basques","Rimouski-Neigette—Témiscouata—Les Basques",24056
"Association libérale fédérale de Rimouski--Neigette--Témiscouata--Les Basques","Rimouski-Neigette—Témiscouata—Les Basques",24056
"Rivière-des-Mille-Îles Federal Liberal Association","Rivière-des-Mille-Îles",24057
"Rivière-des-Mille-Îles Federal NDP Riding Association","Rivière-des-Mille-Îles",24057
"Rivière-des-Mille-Îles Conservative Association","Rivière-des-Mille-Îles",24057
"Bloc Québécois Rivière des Mille-Îles","Rivière-des-Mille-Îles",24057
"Association libérale fédérale de Rivière-du-Nord","Rivière-du-Nord",24059
"Association NPD Rivière-du-Nord","Rivière-du-Nord",24059
"Bloc Québécois de Rivière-du-Nord","Rivière-du-Nord",24059
"Association libérale fédérale du comté Roberval--Lac-Saint-Jean","Roberval—Lac-Saint-Jean",24060
"Bloc Québécois Roberval--Lac-Saint-Jean","Roberval—Lac-Saint-Jean",24060
"Association du Parti conservateur Roberval--Lac-Saint-Jean","Roberval—Lac-Saint-Jean",24060
"Rosemont--La Petite-Patrie Association of the Green Party of Canada","Rosemont—La Petite-Patrie",24061
"Association du Bloc Québécois de Rosemont--La Petite-Patrie","Rosemont—La Petite-Patrie",24061
"Rosemont--La Petite-Patrie Federal Liberal Association","Rosemont—La Petite-Patrie",24061
"Rosemont--La Petite-Patrie Federal NDP Riding Association","Rosemont—La Petite-Patrie",24061
"Saanich--Gulf Islands Conservative Association","Saanich—Gulf Islands",59024
"Saanich--Gulf Islands Green Party EDA","Saanich—Gulf Islands",59024
"Saanich--Gulf Islands Federal NDP Riding Association","Saanich—Gulf Islands",59024
"Saanich--Gulf Islands Federal Liberal Association","Saanich—Gulf Islands",59024
"Sackville--Eastern Shore Federal Liberal Association","Sackville—Eastern Shore",12008
"Sackville--Eastern Shore Conservative Association","Sackville—Eastern Shore",12008
"Sackville--Eastern Shore Federal NDP Riding Association","Sackville—Eastern Shore",12008
"Saint Boniface Conservative Association","Saint Boniface",46009
"Saint Boniface Federal Liberal Association","Saint Boniface",46009
"Saint Boniface Federal Green Party Association","Saint Boniface",46009
"Saint Boniface Federal NDP Riding Association","Saint Boniface",46009
"Saint John Federal Liberal Association","Saint John",13009
"Saint John Federal Conservative Electoral District Association","Saint John",13009
"Saint John Green Party Association","Saint John",13009
"Saint John Federal NDP Riding Association","Saint John",13009
"Saint-Bruno--Saint-Hubert Conservative Association","Saint-Bruno—Saint-Hubert",24062
"Bloc Québécois de Saint-Bruno--Saint-Hubert","Saint-Bruno—Saint-Hubert",24062
"Saint-Bruno--Saint Hubert Association de comté NPD","Saint-Bruno—Saint-Hubert",24062
"Association libérale fédérale de Saint-Bruno--Saint-Hubert","Saint-Bruno—Saint-Hubert",24062
"Association libérale fédérale de Saint-Hyacinthe--Bagot","Saint-Hyacinthe—Bagot",24063
"Bloc Québécois de Saint-Hyacinthe--Bagot","Saint-Hyacinthe—Bagot",24063
"Association de Saint-Hyacinthe--Bagot du Parti Vert du Canada","Saint-Hyacinthe—Bagot",24063
"Saint-Hyacinthe--Bagot Federal NDP Riding Association","Saint-Hyacinthe—Bagot",24063
"Saint-Hyacinthe--Bagot Conservative Association","Saint-Hyacinthe—Bagot",24063
"Association libérale fédérale de Saint-Jean","Saint-Jean",24064
"Association fédérale du Parti Vert du Canada de la circonscription de Saint-Jean","Saint-Jean",24064
"Saint-Jean Federal NDP Riding Association","Saint-Jean",24064
"Bloc Québécois de Saint-Jean","Saint-Jean",24064
"Saint-Jean Conservative Association","Saint-Jean",24064
"Saint-Lambert Federal NDP Riding Association","Saint-Lambert",24065
"L'Association du Bloc Québécois de Saint-Lambert","Saint-Lambert",24065
"Saint-Lambert Conservative Association","Saint-Lambert",24065
"Association libérale fédérale de Saint-Lambert","Saint-Lambert",24065
"NDP Saint-Lambert","Saint-Lambert",24065
"Saint-Laurent--Cartierville Conservative Association","Saint-Laurent—Cartierville",24066
"Saint-Laurent--Cartierville Federal Green Party Association","Saint-Laurent—Cartierville",24066
"Association libérale fédérale de Saint-Laurent--Cartierville","Saint-Laurent—Cartierville",24066
"Saint-Laurent--Cartierville Federal NDP Riding Association","Saint-Laurent—Cartierville",24066
"Saint-Léonard--Saint-Michel Federal Liberal Association","Saint-Léonard—Saint-Michel",24067
"Saint-Léonard--Saint-Michel Conservative Association","Saint-Léonard—Saint-Michel",24067
"Bloc Québécois Saint-Maurice--Champlain","Saint-Maurice—Champlain",24068
"L'Association fédérale du Parti Vert du Canada de la circonscription de Saint-Maurice--Champlain","Saint-Maurice—Champlain",24068
"Association libérale fédérale de Saint-Maurice--Champlain","Saint-Maurice—Champlain",24068
"Saint-Maurice--Champlain Conservative Association","Saint-Maurice—Champlain",24068
"Sarnia--Lambton NDP Riding Association","Sarnia—Lambton",35078
"Sarnia--Lambton Conservative Association","Sarnia—Lambton",35078
"Sarnia--Lambton Green Party EDA","Sarnia—Lambton",35078
"Sarnia--Lambton Federal Liberal Association","Sarnia—Lambton",35078
"Saskatoon--Humboldt Federal Green Party Association","Saskatoon—Humboldt",47009
"Saskatoon--Humboldt Conservative Association","Saskatoon—Humboldt",47009
"Saskatoon--Humboldt Federal NDP Riding Association","Saskatoon—Humboldt",47009
"Saskatoon--Humboldt Federal Liberal Association","Saskatoon—Humboldt",47009
"Saskatoon--Rosetown--Biggar Conservative Association","Saskatoon—Rosetown—Biggar",47010
"Saskatoon--Rosetown--Biggar Federal NDP Riding Association","Saskatoon—Rosetown—Biggar",47010
"Saskatoon--Rosetown--Biggar Federal Liberal Association","Saskatoon—Rosetown—Biggar",47010
"Saskatoon--Wanuskewin Conservative Association","Saskatoon—Wanuskewin",47011
"Saskatoon--Wanuskewin Federal Liberal Association","Saskatoon—Wanuskewin",47011
"Saskatoon--Wanuskewin Federal NDP Riding Association","Saskatoon—Wanuskewin",47011
"Sault Ste. Marie Conservative Electoral District Association","Sault Ste. Marie",35079
"Sault Ste. Marie Federal NDP Riding Association","Sault Ste. Marie",35079
"Scarborough Centre Federal Liberal Association","Scarborough Centre",35081
"Scarborough Centre Conservative Association","Scarborough Centre",35081
"Scarborough Centre Federal NDP Riding Association","Scarborough Centre",35081
"Scarborough Southwest Federal Liberal Association","Scarborough Southwest",35084
"Scarborough Southwest EDA Green Party of Canada","Scarborough Southwest",35084
"Scarborough Southwest Conservative Association","Scarborough Southwest",35084
"Scarborough Southwest Federal NDP Riding Association","Scarborough Southwest",35084
"Scarborough--Agincourt Federal NDP Riding Association","Scarborough—Agincourt",35080
"Scarborough--Agincourt Federal Liberal Association","Scarborough—Agincourt",35080
"Scarborough--Agincourt Conservative Association","Scarborough—Agincourt",35080
"Scarborough--Guildwood Conservative Association","Scarborough—Guildwood",35082
"Scarborough--Guildwood Federal Liberal Association","Scarborough—Guildwood",35082
"Scarborough--Guildwood Green Party of Canada Electoral District Association","Scarborough—Guildwood",35082
"Scarborough--Guildwood Federal NDP Riding Association","Scarborough—Guildwood",35082
"Scarborough--Rouge River Federal Liberal Association","Scarborough—Rouge River",35083
"Scarborough--Rouge River Federal NDP Riding Association","Scarborough—Rouge River",35083
"Scarborough--Rouge River Conservative Association","Scarborough—Rouge River",35083
"Selkirk--Interlake Federal NDP Riding Association","Selkirk—Interlake",46010
"Selkirk--Interlake Federal Liberal Association","Selkirk—Interlake",46010
"Selkirk--Interlake Conservative Association","Selkirk—Interlake",46010
"Association NPD de Shefford","Shefford",24069
"Shefford Conservative Association","Shefford",24069
"Shefford Federal Liberal Association","Shefford",24069
"Association du Bloc Québécois de Shefford","Shefford",24069
"Sherbrooke Conservative Association","Sherbrooke",24070
"Association fédérale du Parti Vert du Canada de la circonscription de Sherbrooke","Sherbrooke",24070
"Sherbrooke Federal NDP Riding Association","Sherbrooke",24070
"Bloc Québécois Sherbrooke","Sherbrooke",24070
"Sherbrooke Federal Liberal Association","Sherbrooke",24070
"Simcoe North Federal Liberal Association","Simcoe North",35086
"Simcoe North Federal NDP Riding Association","Simcoe North",35086
"Simcoe North Federal Green Party Association","Simcoe North",35086
"Simcoe North Conservative Association","Simcoe North",35086
"Simcoe--Grey Federal Green Party Association","Simcoe—Grey",35085
"Simcoe--Grey Federal Liberal Association","Simcoe—Grey",35085
"Simcoe--Grey Conservative Association","Simcoe—Grey",35085
"Simcoe--Grey Federal NDP Riding Association","Simcoe—Grey",35085
"Skeena--Bulkley Valley Federal Liberal Association","Skeena—Bulkley Valley",59025
"Skeena--Bulkley Valley Conservative Association","Skeena—Bulkley Valley",59025
"Skeena--Bulkley Valley Federal NDP Riding Association","Skeena—Bulkley Valley",59025
"Souris--Moose Mountain Federal NDP Riding Association","Souris—Moose Mountain",47012
"Souris--Moose Mountain Conservative Association","Souris—Moose Mountain",47012
"South Shore--St. Margaret's Federal NDP Riding Association","South Shore—St. Margaret's",12009
"South Shore--St. Margaret's Conservative Association","South Shore—St. Margaret's",12009
"South Shore--St. Margaret's Federal Liberal Association","South Shore—St. Margaret's",12009
"South Surrey--White Rock--Cloverdale Federal Liberal Association","South Surrey—White Rock—Cloverdale",59027
"South Surrey--White Rock--Cloverdale Federal NDP Riding Association","South Surrey—White Rock—Cloverdale",59027
"South Surrey--White Rock--Cloverdale Conservative Association","South Surrey—White Rock—Cloverdale",59027
"Green Party of Canada South Surrey--White Rock--Cloverdale EDA","South Surrey—White Rock—Cloverdale",59027
"St. Catharines Federal NDP Riding Association","St. Catharines",35076
"St. Catharines Federal Liberal Association","St. Catharines",35076
"St. Catharines Federal Green Party of Canada Association","St. Catharines",35076
"St. Catharines Conservative Association","St. Catharines",35076
"St. John's East Conservative Association","St. John's East",10006
"St. John's East Federal Liberal Association","St. John's East",10006
"St. John's East Federal NDP Riding Association","St. John's East",10006
"St. John's South--Mount Pearl Federal NDP Riding Association","St. John's South—Mount Pearl",10007
"St. John's South--Mount Pearl Conservative Association","St. John's South—Mount Pearl",10007
"St. John's South--Mount Pearl Federal Liberal Association","St. John's South—Mount Pearl",10007
"St. Paul's Federal Green Party Association","St. Paul's",35077
"St. Paul's Federal Liberal Association","St. Paul's",35077
"St. Paul's Conservative Association","St. Paul's",35077
"St. Paul's Federal NDP Riding Association","St. Paul's",35077
"Stormont--Dundas--South Glengarry Federal NDP Riding Association","Stormont—Dundas—South Glengarry",35087
"Stormont--Dundas--South Glengarry Federal Liberal Association","Stormont—Dundas—South Glengarry",35087
"Stormont--Dundas--South Glengarry Conservative Association","Stormont—Dundas—South Glengarry",35087
"Sudbury Federal Green Party Association","Sudbury",35088
"Sudbury Conservative Association","Sudbury",35088
"Sudbury Federal Liberal Association","Sudbury",35088
"Sudbury Federal NDP Riding Association","Sudbury",35088
"Surrey North Federal NDP Riding Association","Surrey North",59028
"Surrey North Federal Liberal Association","Surrey North",59028
"Surrey North Conservative Association","Surrey North",59028
"Sydney--Victoria Federal Liberal Association","Sydney—Victoria",12010
"Sydney--Victoria Federal NDP Riding Association","Sydney—Victoria",12010
"Sydney--Victoria Conservative Association","Sydney—Victoria",12010
"Sydney--Victoria Green Party Association","Sydney—Victoria",12010
"Bloc Québécois de Terrebonne--Blainville","Terrebonne—Blainville",24071
"Association NPD Terrebonne--Blainville","Terrebonne—Blainville",24071
"Association du Parti conservateur Terrebonne--Blainville","Terrebonne—Blainville",24071
"Terrebonne--Blainville Federal Liberal Association","Terrebonne—Blainville",24071
"Thornhill Federal Green Party Association","Thornhill",35089
"Thornhill Federal NDP Riding Association","Thornhill",35089
"Thornhill Federal Liberal Association","Thornhill",35089
"Thornhill Conservative Association","Thornhill",35089
"Thunder Bay--Rainy River Federal NDP Riding Association","Thunder Bay—Rainy River",35090
"Thunder Bay--Rainy River Conservative Association","Thunder Bay—Rainy River",35090
"Thunder Bay--Rainy River Federal Liberal Association","Thunder Bay—Rainy River",35090
"Thunder Bay--Rainy River Greens","Thunder Bay—Rainy River",35090
"Thunder Bay--Superior North Conservative Association","Thunder Bay—Superior North",35091
"Thunder Bay--Superior North Federal NDP Riding Association","Thunder Bay—Superior North",35091
"Green Party Thunder Bay--Superior North","Thunder Bay—Superior North",35091
"Thunder Bay--Superior North Federal Liberal Association","Thunder Bay—Superior North",35091
"Timmins--James Bay Federal Liberal Association","Timmins—James Bay",35092
"Timmins--James Bay Federal NDP Riding Association","Timmins—James Bay",35092
"Timmins--James Bay Conservative Association","Timmins—James Bay",35092
"Tobique--Mactaquac Federal Liberal Association","Tobique—Mactaquac",13010
"Tobique--Mactaquac Conservative Association","Tobique—Mactaquac",13010
"Tobique--Mactaquac Federal NDP Riding Association","Tobique—Mactaquac",13010
"Toronto Centre Federal Liberal Association","Toronto Centre",35093
"Toronto Centre Federal Green Party Association","Toronto Centre",35093
"Toronto Centre Conservative Association","Toronto Centre",35093
"Toronto Centre Federal NDP Riding Association","Toronto Centre",35093
"Toronto--Danforth Conservative Association","Toronto—Danforth",35094
"Toronto--Danforth Federal NDP Riding Association","Toronto—Danforth",35094
"Toronto--Danforth Federal Green Party Association","Toronto—Danforth",35094
"Toronto--Danforth Federal Liberal Riding Association","Toronto—Danforth",35094
"Trinity--Spadina Federal NDP Riding Association","Trinity—Spadina",35095
"Trinity--Spadina Federal Liberal Association","Trinity—Spadina",35095
"Trinity--Spadina Federal Green Party Association","Trinity—Spadina",35095
"Trinity--Spadina Conservative Association","Trinity—Spadina",35095
"Association du Bloc Québécois de la circonscription de Trois-Rivières","Trois-Rivières",24072
"Association libérale fédérale de Trois-Rivières","Trois-Rivières",24072
"Association NPD de Trois-Rivières","Trois-Rivières",24072
"Association de Trois-Rivières du Parti Vert du Canada","Trois-Rivières",24072
"Trois-Rivières Conservative Association","Trois-Rivières",24072
"Vancouver Centre Federal Liberal Association","Vancouver Centre",59029
"Vancouver Centre Federal Green Party Electoral District Association","Vancouver Centre",59029
"Vancouver Centre Federal NDP Riding Association","Vancouver Centre",59029
"Vancouver Centre Conservative Association","Vancouver Centre",59029
"Vancouver East Federal Liberal Association","Vancouver East",59030
"Vancouver East Conservative Association","Vancouver East",59030
"Vancouver East Federal NDP Riding Association","Vancouver East",59030
"Vancouver East Green Party of Canada EDA","Vancouver East",59030
"Vancouver Island North Greens","Vancouver Island North",59031
"Vancouver Island North Federal NDP Riding Association","Vancouver Island North",59031
"Vancouver Island North Federal Liberal Association","Vancouver Island North",59031
"Vancouver Island North Conservative Association","Vancouver Island North",59031
"Vancouver Kingsway Federal NDP Riding Association","Vancouver Kingsway",59032
"Vancouver Kingsway Federal Liberal Association","Vancouver Kingsway",59032
"Vancouver Kingsway Conservative Association","Vancouver Kingsway",59032
"Vancouver Quadra Federal Liberal Association","Vancouver Quadra",59033
"Vancouver Quadra Green Party Electoral District Association","Vancouver Quadra",59033
"Vancouver Quadra Conservative Association","Vancouver Quadra",59033
"Vancouver Quadra Federal NDP Riding Association","Vancouver Quadra",59033
"Vancouver South Federal NDP Riding Association","Vancouver South",59034
"Conservative Party of Canada Vancouver South EDA","Vancouver South",59034
"Vancouver South Federal Liberal Association","Vancouver South",59034
"Vaudreuil-Soulanges Conservative Association","Vaudreuil-Soulanges",24073
"Association de Vaudreuil--Soulanges du Parti Vert du Canada","Vaudreuil-Soulanges",24073
"Federal Liberal Association of Vaudreuil-Soulanges","Vaudreuil-Soulanges",24073
"Bloc Québécois Vaudreuil-Soulanges","Vaudreuil-Soulanges",24073
"Vaudreuil--Soulanges Federal NDP Riding Association","Vaudreuil-Soulanges",24073
"Vaughan Federal NDP Riding Association","Vaughan",35096
"Vaughan Conservative Association","Vaughan",35096
"Vaughan Federal Liberal Association","Vaughan",35096
"Vaughan Green Party EDA","Vaughan",35096
"Vegreville--Wainwright Federal NDP Riding Association","Vegreville—Wainwright",48024
"Vegreville--Wainwright Conservative Association","Vegreville—Wainwright",48024
"Vegreville--Wainwright Federal Liberal Association","Vegreville—Wainwright",48024
"Verchères--Les Patriotes Federal Liberal Association","Verchères—Les Patriotes",24074
"Association du Bloc Québécois Verchères--Les Patriotes","Verchères—Les Patriotes",24074
"Association libérale fédérale Verchères--Les Patriotes","Verchères—Les Patriotes",24074
"Association NPD pour la circonscription de Verchères--Les Patriotes","Verchères—Les Patriotes",24074
"Association du Parti conservateur Verchères--Les Patriotes","Verchères—Les Patriotes",24074
"Victoria Federal NDP Riding Association","Victoria",59035
"Victoria Federal Liberal Association","Victoria",59035
"Victoria Conservative Association","Victoria",59035
"GPC Victoria EDA","Victoria",59035
"Wascana Conservative Association","Wascana",47013
"Wascana Federal Green Party Electoral District Association","Wascana",47013
"Wascana Federal Liberal Association","Wascana",47013
"Wascana Federal NDP Riding Association","Wascana",47013
"Welland Federal Liberal Association","Welland",35097
"Welland Federal NDP Riding Association","Welland",35097
"Wellington--Halton Hills Federal Liberal Association","Wellington—Halton Hills",35098
"Wellington--Halton Hills Federal NDP Riding Association","Wellington—Halton Hills",35098
"Wellington--Halton Hills Conservative Association","Wellington—Halton Hills",35098
"Wellington--Halton Hills Federal Green Party Association","Wellington—Halton Hills",35098
"West Nova Green Party Association","West Nova",12011
"West Nova Conservative Association","West Nova",12011
"West Nova Federal Liberal Association","West Nova",12011
"West Nova Federal NDP Riding Association","West Nova",12011
"West Vancouver--Sunshine Coast--Sea to Sky Country GPC EDA","West Vancouver—Sunshine Coast—Sea to Sky Country",59036
"West Vancouver--Sunshine Coast--Sea to Sky Country Conservative Association","West Vancouver—Sunshine Coast—Sea to Sky Country",59036
"West Vancouver--Sunshine Coast--Sea to Sky Country Federal Liberal Association","West Vancouver—Sunshine Coast—Sea to Sky Country",59036
"West Vancouver--Sunshine Coast--Sea to Sky Country Federal NDP Riding Association","West Vancouver—Sunshine Coast—Sea to Sky Country",59036
"Westlock--St. Paul Conservative Association","Westlock—St. Paul",48025
"Westlock--St. Paul Federal Green Party Association","Westlock—St. Paul",48025
"Westlock--St. Paul Federal Liberal Association","Westlock—St. Paul",48025
"Westlock--St. Paul Federal NDP Riding Association","Westlock—St. Paul",48025
"Westmount--Ville-Marie Conservative Association","Westmount—Ville-Marie",24075
"Westmount--Ville-Marie Federal Green Party Association","Westmount—Ville-Marie",24075
"Westmount--Ville-Marie Federal Liberal Association","Westmount—Ville-Marie",24075
"Westmount--Ville-Marie Federal NDP Riding Association","Westmount—Ville-Marie",24075
"Wetaskiwin Conservative Association","Wetaskiwin",48026
"Wetaskiwin Federal Liberal Association","Wetaskiwin",48026
"Wetaskiwin Federal NDP Riding Association","Wetaskiwin",48026
"Whitby--Oshawa Conservative Association","Whitby—Oshawa",35099
"Whitby--Oshawa Federal Liberal Association","Whitby—Oshawa",35099
"Whitby--Oshawa Federal NDP Riding Association","Whitby—Oshawa",35099
"Whitby--Oshawa Green Party of Canada Electoral District Association","Whitby—Oshawa",35099
"Wild Rose Conservative Association","Wild Rose",48027
"Wild Rose Federal Green Party Association","Wild Rose",48027
"Wild Rose Federal Liberal Association","Wild Rose",48027
"Wild Rose Federal NDP Riding Association","Wild Rose",48027
"Willowdale Conservative Association","Willowdale",35100
"Willowdale Federal Liberal Association","Willowdale",35100
"Willowdale Federal NDP","Willowdale",35100
"Willowdale Green Party of Canada","Willowdale",35100
"Windsor West Conservative Association","Windsor West",35102
"Windsor West Federal Liberal Association","Windsor West",35102
"Windsor West Federal NDP Riding Association","Windsor West",35102
"Windsor West Green Party EDA","Windsor West",35102
"Windsor--Tecumseh Conservative Association","Windsor—Tecumseh",35101
"Windsor--Tecumseh Federal Liberal Association","Windsor—Tecumseh",35101
"Windsor--Tecumseh Federal NDP Riding Association","Windsor—Tecumseh",35101
"Windsor--Tecumseh Green Party EDA","Windsor—Tecumseh",35101
"Winnipeg Centre Conservative Association","Winnipeg Centre",46011
"Winnipeg Centre Federal Liberal Association","Winnipeg Centre",46011
"Winnipeg Centre Federal NDP Riding Association","Winnipeg Centre",46011
"Winnipeg North Conservative Association","Winnipeg North",46012
"Winnipeg North Federal Liberal Association","Winnipeg North",46012
"Winnipeg North Federal NDP Riding Association","Winnipeg North",46012
"Winnipeg North Greens Association","Winnipeg North",46012
"Winnipeg South Conservative Association","Winnipeg South",46013
"Winnipeg South Federal Green Party Association","Winnipeg South",46013
"Winnipeg South Federal Liberal Association","Winnipeg South",46013
"Winnipeg South Federal NDP Riding Association","Winnipeg South",46013
"Winnipeg South Centre Conservative Association","Winnipeg South Centre",46014
"Winnipeg South Centre Federal Green Party Association","Winnipeg South Centre",46014
"Winnipeg South Centre Federal Liberal Association","Winnipeg South Centre",46014
"Winnipeg South Centre Federal NDP Riding Association","Winnipeg South Centre",46014
"Yellowhead Conservative Association","Yellowhead",48028
"Yellowhead Federal Green Party Association","Yellowhead",48028
"Yellowhead Federal Liberal Association","Yellowhead",48028
"Yellowhead Federal NDP Riding Association","Yellowhead",48028
"York Centre Conservative Association","York Centre",35103
"York Centre Federal Green Party Riding Association","York Centre",35103
"York Centre Federal Liberal Riding Association","York Centre",35103
"York Centre Federal NDP Riding Association","York Centre",35103
"York South--Weston Conservative Association","York South—Weston",35105
"York South--Weston Federal Green Party Association","York South—Weston",35105
"York South--Weston Federal Liberal Association","York South—Weston",35105
"York South--Weston Federal NDP Riding Association","York South—Weston",35105
"York West Conservative Association","York West",35106
"York West Federal Green Party Association","York West",35106
"York West Federal Liberal Association","York West",35106
"York West Federal NDP Riding Association","York West",35106
"York--Simcoe Conservative Association","York—Simcoe",35104
"York--Simcoe Federal Green Party Association","York—Simcoe",35104
"York--Simcoe Federal Liberal Association","York—Simcoe",35104
"York--Simcoe Federal NDP Riding Association","York—Simcoe",35104
"Yorkton--Melville Conservative Association","Yorkton—Melville",47014
"Yorkton--Melville Federal Liberal Association","Yorkton—Melville",47014
"Yorkton--Melville Federal NDP Riding Association","Yorkton—Melville",47014
"Yukon Conservative Association","Yukon",60001
"Yukon Federal Green Party Association","Yukon",60001
"Yukon Federal NDP Riding Association","Yukon",60001
"Yukon Federal New Democratic Party Riding Association","Yukon",60001
"Yukon Liberal Association","Yukon",60001
"South Okanagan--West Kootenay NDP Riding Association","British Columbia Southern Interior",59026
"Western Arctic Federal NDP Riding Association","Northwest Territories",61001
"Hastings--Frontenac--Lennox and Addington Federal Liberal Association","Kingston and the Islands",35036
"Greens of SDG (Canada)","Stormont—Dundas—South Glengarry",35087
"Kelowna Federal Green Party","Kelowna—Lake Country",59011
"Green Party of Canada - Western Arctic","Northwest Territories",61001
"The Greens of Kamloops--Thompson","Kamloops—Thompson—Cariboo",59010
"Western Arctic Federal Liberal Association","Northwest Territories",61001
"Niagara Centre Conservative Association","Niagara West—Glanbrook",35055
"Niagara Centre Federal Liberal Association","St. Catharines",35076
"Sault Ste. Marie & Area Federal Liberal Electoral District Association","Sault Ste. Marie",35079
"Western Arctic Conservative Association","Northwest Territories",61001
