"postal_code","official_riding_id","official_riding_name","latitude","longitude","city","province"
"P2A2X2",NA,NA,45.350655,-80.041861,"Parry Sound","ON"
"P2A2X3",NA,NA,45.323985,-80.037706,"Parry Sound","ON"
"P2A2X4",NA,NA,45.346352,-80.029165,"Parry Sound","ON"
"P2A2X5",NA,NA,45.341702,-80.026879,"Parry Sound","ON"
"P2A2Z1",NA,NA,45.344578,-80.028989,"Parry Sound","ON"
"P2B2R2",NA,NA,46.377593,-79.954589,"Sturgeon Falls","ON"
"P2B3K5",NA,NA,46.376633,-79.911337,"Sturgeon Falls","ON"
"P2B3K6",NA,NA,46.365901,-79.934318,"Sturgeon Falls","ON"
"P2B3K7",NA,NA,46.349089,-79.924909,"Sturgeon Falls","ON"
"P2N3J1",NA,NA,48.154179,-80.050056,"Kirkland Lake","ON"
"P2N3J4",NA,NA,48.144459,-80.03967,"Kirkland Lake","ON"
"P2N3J6",NA,NA,48.163131,-80.031601,"Kirkland Lake","ON"
"P2N3J8",NA,NA,48.144462,-80.03967,"Kirkland Lake","ON"
"P2N3K4",NA,NA,48.151657,-80.042629,"Kirkland Lake","ON"
"P2N3L2",NA,NA,48.147624,-80.048501,"Kirkland Lake","ON"
"P2S2W9",NA,NA,NA,NA,NA,NA
"P3A4S8",NA,NA,46.527632,-80.935982,"Sudbury","ON"
"P3A5Z6",NA,NA,46.522096,-80.982152,"Sudbury","ON"
"P3B0B1",NA,NA,46.4983,-80.978854,"Sudbury","ON"
"P3B1M2",NA,NA,46.495132,-80.986073,"Sudbury","ON"
"P3B5W2",NA,NA,NA,NA,NA,NA
"P3C1T0",NA,NA,46.4961,-81.011116,"Sudbury","ON"
"P3C6C3",NA,NA,NA,NA,NA,NA
"P3E0B8",NA,NA,46.469391,-81.018139,"Sudbury","ON"
"P3E0C8",NA,NA,46.466802,-81.008446,"Sudbury","ON"
"P3E2G2",NA,NA,46.468085,-80.950832,"Sudbury","ON"
"P3E4R6",NA,NA,46.489673,-80.992298,"Sudbury","ON"
"P3E4S1",NA,NA,46.500169,-80.982831,"Sudbury","ON"
"P3E4V2",NA,NA,46.452124,-81.002586,"Sudbury","ON"
"P3E5K4",NA,NA,46.491487,-80.987729,"Sudbury","ON"
"P3E6L5",NA,NA,46.45889,-81.001086,"Sudbury","ON"
"P3G1N5",NA,NA,46.441745,-81.005446,"Sudbury","ON"
"P3J1J7",NA,NA,NA,NA,NA,NA
"P3L1S6",NA,NA,46.555215,-80.864955,"Garson","ON"
"P3L3P9",NA,NA,NA,NA,NA,NA
"P3N1N3",NA,NA,46.608521,-81.007678,"Val Caron","ON"
"P3N1N6",NA,NA,46.614417,-81.013891,"Val Caron","ON"
"P3N1S8",NA,NA,NA,NA,NA,NA
"P3N3M5",NA,NA,NA,NA,NA,NA
"P3P1T4",NA,NA,46.658916,-80.935304,"Hanmer","ON"
"P3P2L7",NA,NA,NA,NA,NA,NA
"P3T1M9",NA,NA,NA,NA,NA,NA
"P3Y1M0",NA,NA,NA,NA,NA,NA
"P4H7C2",NA,NA,NA,NA,NA,NA
"P4N0A4",NA,NA,48.490394,-81.325904,"Timmins","ON"
"P4N7C4",NA,NA,48.411204,-81.389447,"Timmins","ON"
"P4N7C6",NA,NA,48.473707,-81.331325,"Timmins","ON"
"P4N7E7",NA,NA,48.464817,-81.578022,"Timmins","ON"
"P4N7G2",NA,NA,48.521423,-81.464073,"Timmins","ON"
"P4N7G7",NA,NA,48.471309,-81.420162,"Timmins","ON"
"P4N7H1",NA,NA,48.454641,-81.333288,"Timmins","ON"
"P4N7H2",NA,NA,48.582903,-81.630916,"Timmins","ON"
"P4N7H9",NA,NA,48.507587,-81.439923,"Timmins","ON"
"P4N7J5",NA,NA,48.472583,-81.391803,"Timmins","ON"
"P4N7W7",NA,NA,48.466684,-81.336751,"Timmins","ON"
"P4N7W8",NA,NA,48.503866,-81.510776,"Timmins","ON"
"P4N7X1",NA,NA,48.502352,-81.311559,"Timmins","ON"
"P4N7X8",NA,NA,48.469749,-81.421859,"Timmins","ON"
"P5A2J6",NA,NA,46.596504,-82.67714,"Elliot Lake","ON"
"P5A2J7",NA,NA,46.345202,-82.685184,"Elliot Lake","ON"
"P5A2J8",NA,NA,46.488681,-82.645466,"Elliot Lake","ON"
"P5E1S3",NA,NA,46.25916,-81.765856,"Espanola","ON"
"P5N1H8",NA,NA,49.421052,-82.429745,"Kapuskasing","ON"
"P5N1M1",NA,NA,49.426186,-82.43233,"Kapuskasing","ON"
"P5N1X9",NA,NA,49.42521,-82.423265,"Kapuskasing","ON"
"P5N2K7",NA,NA,49.419898,-82.404461,"Kapuskasing","ON"
"P5N2Y1",NA,NA,49.408522,-82.397708,"Kapuskasing","ON"
"P5N2Y3",NA,NA,49.430253,-82.451388,"Kapuskasing","ON"
"P6A0B5",NA,NA,46.589811,-84.342727,"Sault Ste. Marie","ON"
"P6A5L1",NA,NA,46.603061,-84.332828,"Sault Ste Marie","ON"
"P6A5N7",NA,NA,46.516026,-84.334023,"Sault Ste Marie","ON"
"P6A6T7",NA,NA,NA,NA,NA,NA
"P6A6W3",NA,NA,46.53862,-84.355451,"Sault Ste Marie","ON"
"P6A6W6",NA,NA,46.516354,-84.337608,"Sault Ste Marie","ON"
"P6B6H4",NA,NA,46.526432,-84.312351,"Sault Ste Marie","ON"
"P6C3P5",NA,NA,46.528325,-84.347715,"Sault Ste Marie","ON"
"P6C5N6",NA,NA,46.535135,-84.395294,"Sault Ste Marie","ON"
"P6N1A8",NA,NA,NA,NA,NA,NA
"P6T0H1",NA,NA,NA,NA,NA,NA
"P7A0A8",35091,"Thunder Bay—Superior North",NA,NA,NA,NA
"P7A0H7",35091,"Thunder Bay—Superior North",NA,NA,NA,NA
"P7A0J5",35091,"Thunder Bay—Superior North",NA,NA,NA,NA
"P7A0R1",35091,"Thunder Bay—Superior North",NA,NA,NA,NA
"P7A0R5",35091,"Thunder Bay—Superior North",NA,NA,NA,NA
"P7A6J7",NA,NA,48.462603,-89.21814,"Thunder Bay","ON"
"P7B5E2",NA,NA,48.420193,-89.427146,"Thunder Bay","ON"
"P7B5E4",NA,NA,48.491002,-89.089525,"Thunder Bay","ON"
"P7B5E5",NA,NA,48.565783,-89.280643,"Thunder Bay","ON"
"P7B5E6",NA,NA,48.510525,-89.30017,"Thunder Bay","ON"
"P7B5E8",NA,NA,48.409685,-89.254053,"Thunder Bay","ON"
"P7B5K4",NA,NA,48.445943,-89.24812,"Thunder Bay","ON"
"P7B5N1",NA,NA,48.494606,-89.265539,"Thunder Bay","ON"
"P7B6B3",NA,NA,48.508587,-89.18384,"Thunder Bay","ON"
"P7B6T7",NA,NA,48.384063,-89.270777,"Thunder Bay","ON"
"P7C1R7",NA,NA,48.385094,-89.293371,"Thunder Bay","ON"
"P7C1Z2",NA,NA,48.39375,-89.276675,"Thunder Bay","ON"
"P7C4V1",NA,NA,48.366974,-89.417455,"Thunder Bay","ON"
"P7C5M9",NA,NA,48.366768,-89.444623,"Thunder Bay","ON"
"P7E0A1",NA,NA,48.371595,-89.275195,"Thunder Bay","ON"
"P7E6E7",NA,NA,48.381043,-89.295109,"Thunder Bay","ON"
"P7E6M3",NA,NA,48.386493,-89.246657,"Thunder Bay","ON"
"P7E7A9",NA,NA,NA,NA,NA,NA
"P7E7N5",NA,NA,NA,NA,NA,NA
"P7G0A7",NA,NA,NA,NA,NA,NA
"P7G0V5",NA,NA,NA,NA,NA,NA
"P7J0B1",NA,NA,NA,NA,NA,NA
"P7J0C4",NA,NA,NA,NA,NA,NA
"P7K0L2",NA,NA,NA,NA,NA,NA
"P7K0N3",NA,NA,NA,NA,NA,NA
"P7K0P7",NA,NA,NA,NA,NA,NA
"P7K0S4",NA,NA,NA,NA,NA,NA
"P7K0T2",NA,NA,NA,NA,NA,NA
"P7K0V7",NA,NA,NA,NA,NA,NA
"P7K1C5",NA,NA,48.376483,-89.361228,"Thunder Bay","ON"
"P7T6T6",NA,NA,NA,NA,NA,NA
"P7Y1E9",NA,NA,NA,NA,NA,NA
"P8A3A3",NA,NA,NA,NA,NA,NA
"P8M2Y4",NA,NA,NA,NA,NA,NA
"P8N0A2",NA,NA,49.788228,-92.82663,"Dryden","ON"
"P8N2Y4",NA,NA,49.783305,-92.765067,"Dryden","ON"
"P8N2Y5",NA,NA,49.792502,-92.86481,"Dryden","ON"
"P8N2Y7",NA,NA,49.794076,-92.824567,"Dryden","ON"
"P8N2Y8",NA,NA,49.805997,-92.850081,"Dryden","ON"
"P8N2Y9",NA,NA,49.785597,-92.78986,"Dryden","ON"
"P8N2Z1",NA,NA,49.78767,-92.790246,"Dryden","ON"
"P8N2Z2",NA,NA,49.791936,-92.820216,"Dryden","ON"
"P8N2Z4",NA,NA,49.782171,-92.837655,"Dryden","ON"
"P8N2Z6",NA,NA,49.775881,-92.834692,"Dryden","ON"
"P8N3E3",NA,NA,49.798395,-92.818057,"Dryden","ON"
"P8N3G2",NA,NA,49.817669,-92.820989,"Dryden","ON"
"P8N3G6",NA,NA,49.773741,-92.822024,"Dryden","ON"
"P8P1R9",NA,NA,NA,NA,NA,NA
"P8T0A3",NA,NA,NA,NA,NA,NA
"P8T0A7",NA,NA,NA,NA,NA,NA
"P8T1A1",NA,NA,50.099575,-91.920187,"Sioux Lookout","ON"
"P8T1A3",NA,NA,50.098952,-91.916505,"Sioux Lookout","ON"
"P8T1A5",NA,NA,50.099195,-91.91902,"Sioux Lookout","ON"
"P8T1A8",NA,NA,50.099571,-91.917023,"Sioux Lookout","ON"
"P8T1B1",NA,NA,50.09933,-91.918239,"Sioux Lookout","ON"
"P8T1B2",NA,NA,50.099697,-91.920587,"Sioux Lookout","ON"
"P8T1B3",NA,NA,50.099665,-91.921268,"Sioux Lookout","ON"
"P8T1B7",NA,NA,50.099704,-91.917934,"Sioux Lookout","ON"
"P8T1B8",NA,NA,50.099074,-91.917707,"Sioux Lookout","ON"
"P8T1C3",NA,NA,50.09981,-91.918448,"Sioux Lookout","ON"
"P8T1C4",NA,NA,50.099425,-91.91873,"Sioux Lookout","ON"
"P8T1C5",NA,NA,50.097762,-91.917916,"Sioux Lookout","ON"
"P8T1E7",NA,NA,50.114591,-91.90469,"Sioux Lookout","ON"
"P8T1J7",NA,NA,50.091591,-91.907074,"Sioux Lookout","ON"
"P8T1J8",NA,NA,50.096736,-91.914418,"Sioux Lookout","ON"
"P8T1J9",NA,NA,50.085068,-91.9084,"Sioux Lookout","ON"
"P8T1L3",NA,NA,50.090178,-92.168103,"Sioux Lookout","ON"
"P8T1L5",NA,NA,50.099358,-91.919986,"Sioux Lookout","ON"
"P8T7B1",NA,NA,NA,NA,NA,NA
"P9A3M2",NA,NA,48.617237,-93.466596,"Fort Frances","ON"
"P9A3M7",NA,NA,48.622938,-93.394392,"Fort Frances","ON"
"P9A3N1",NA,NA,48.609753,-93.395521,"Fort Frances","ON"
"P9K2M1",NA,NA,NA,NA,NA,NA
"P9N3W8",NA,NA,49.768974,-94.454767,"Kenora","ON"
"P9N3X1",NA,NA,49.765464,-94.483553,"Kenora","ON"
"P9N3X3",NA,NA,49.765501,-94.480905,"Kenora","ON"
"P9N3X4",NA,NA,49.764231,-94.484755,"Kenora","ON"
"P9N3X5",NA,NA,49.767502,-94.489176,"Kenora","ON"
"P9N3X6",NA,NA,49.760663,-94.464103,"Kenora","ON"
"P9N3X7",NA,NA,49.770809,-94.483579,"Kenora","ON"
"P9N3X8",NA,NA,49.758921,-94.475205,"Kenora","ON"
"P9N4B5",NA,NA,49.754528,-94.505123,"Kenora","ON"
"P9N4N1",NA,NA,49.756403,-94.466456,"Kenora","ON"
"P9W1P6",NA,NA,NA,NA,NA,NA
"R0A0S0",NA,NA,49.053994,-97.403952,"Emerson","MB"
"R0A1E0",NA,NA,49.603413,-97.04082,"Niverville","MB"
"R0A1K8",NA,NA,NA,NA,NA,NA
"R0A2A0",NA,NA,49.524656,-96.683597,"Steinbach","MB"
"R0B0P0",NA,NA,56.226515,-100.561376,"Leaf Rapids","MB"
"R0C1C1",NA,NA,NA,NA,NA,NA
"R0C1G2",NA,NA,NA,NA,NA,NA
"R0E1J0",NA,NA,49.935044,-96.901455,"Oakbank","MB"
"R0E2B7",NA,NA,NA,NA,NA,NA
"R0G0R0",NA,NA,49.271752,-97.697285,"Plum Coulee","MB"
"R0G1B0",NA,NA,49.690887,-97.262753,"La Salle","MB"
"R0G1J0",NA,NA,49.252416,-98.080245,"Morden","MB"
"R0G2A0",NA,NA,49.778644,-97.127969,"Winnipeg","MB"
"R0G2Z0",NA,NA,NA,NA,NA,NA
"R0G7E0",NA,NA,NA,NA,NA,NA
"R0H0B4",NA,NA,NA,NA,NA,NA
"R0H1N0",NA,NA,49.935747,-98.285155,"Southport","MB"
"R0T0T0",NA,NA,NA,NA,NA,NA
"R1A0B3",NA,NA,50.1288,-96.886278,"Selkirk","MB"
"R1A0B4",NA,NA,50.128897,-96.88648,"Selkirk","MB"
"R1A0S2",NA,NA,50.141468,-96.876554,"Selkirk","MB"
"R1A2A7",NA,NA,50.224263,-96.838081,"Selkirk","MB"
"R1A2A8",NA,NA,50.097913,-96.89077,"Selkirk","MB"
"R1A2A9",NA,NA,50.138556,-96.889026,"Selkirk","MB"
"R1A2B3",NA,NA,50.137667,-96.894148,"Selkirk","MB"
"R1A2E1",NA,NA,50.069924,-96.953086,"St Andrews","MB"
"R1A2K4",NA,NA,50.128873,-96.887525,"Selkirk","MB"
"R1A2L6",NA,NA,50.142804,-96.876685,"Selkirk","MB"
"R1A2R8",NA,NA,50.092496,-96.957287,"Lockport","MB"
"R1A2S2",NA,NA,50.088361,-96.956028,"Lockport","MB"
"R1A2T1",NA,NA,50.083703,-96.978027,"Lockport","MB"
"R1A3M3",NA,NA,50.097551,-96.996315,"Lockport","MB"
"R1A3R9",NA,NA,50.090073,-96.945834,"Lockport","MB"
"R1A3T2",NA,NA,50.129429,-97.002083,"Lockport","MB"
"R1A3V7",NA,NA,50.14048,-97.09409,"St Andrews","MB"
"R1A4A7",NA,NA,50.116631,-96.918574,"St Andrews","MB"
"R1A4J5",NA,NA,50.166836,-97.059527,"St Andrews","MB"
"R1B1A1",NA,NA,50.082449,-96.932968,"Lockport","MB"
"R1C0A8",46010,"Selkirk—Interlake",NA,NA,NA,NA
"R1C0A9",46010,"Selkirk—Interlake",NA,NA,NA,NA
"R1C0B8",46010,"Selkirk—Interlake",NA,NA,NA,NA
"R1C0B9",46010,"Selkirk—Interlake",NA,NA,NA,NA
"R1C0C9",46010,"Selkirk—Interlake",NA,NA,NA,NA
"R1C0E1",46010,"Selkirk—Interlake",NA,NA,NA,NA
"R1C0G8",NA,NA,NA,NA,NA,NA
"R1C0H5",46010,"Selkirk—Interlake",NA,NA,NA,NA
"R1H1V1",NA,NA,NA,NA,NA,NA
"R1N3A1",NA,NA,49.979777,-98.284984,"Portage La Prairie","MB"
"R1N3A3",NA,NA,49.936888,-98.256008,"Portage La Prairie","MB"
"R1N3A4",NA,NA,49.925141,-98.23167,"Portage La Prairie","MB"
"R1N3A7",NA,NA,49.973493,-98.283465,"Portage La Prairie","MB"
"R1N3B2",NA,NA,49.961477,-98.272431,"Portage La Prairie","MB"
"R1N3B5",NA,NA,49.978025,-98.304147,"Portage La Prairie","MB"
"R1N3B7",NA,NA,49.975074,-98.28869,"Portage La Prairie","MB"
"R1N3B9",NA,NA,49.967986,-98.307649,"Portage La Prairie","MB"
"R1N3C2",NA,NA,49.976364,-98.283135,"Portage La Prairie","MB"
"R1N3C4",NA,NA,49.970876,-98.31835,"Portage La Prairie","MB"
"R1N3C5",NA,NA,49.96861,-98.278943,"Portage La Prairie","MB"
"R1N3J9",NA,NA,49.982683,-98.267359,"Portage La Prairie","MB"
"R1N3N9",NA,NA,49.974282,-98.296739,"Portage La Prairie","MB"
"R1N3P1",NA,NA,50.028325,-98.388131,"Portage La Prairie","MB"
"R1N3X6",NA,NA,49.83078,-97.178184,"Portage La Prairie","MB"
"R1N3Z1",NA,NA,49.96925,-98.289501,"Portage La Prairie","MB"
"R1N4W7",NA,NA,NA,NA,NA,NA
"R2C0L4",NA,NA,49.847065,-97.221051,"Winnipeg","MB"
"R2C2L0",NA,NA,49.889849,-97.014233,"Winnipeg","MB"
"R2C4P4",NA,NA,49.893474,-97.037116,"Winnipeg","MB"
"R2E0J5",NA,NA,49.933163,-96.998613,"Springfield","MB"
"R2E1H3",NA,NA,49.985739,-97.00211,"East St Paul","MB"
"R2G4E9",NA,NA,50.026979,-97.025089,"Winnipeg","MB"
"R2G4W9",NA,NA,NA,NA,NA,NA
"R2H0A0",NA,NA,49.88451,-97.119182,"Winnipeg","MB"
"R2H3B4",NA,NA,49.8712,-97.026187,"Winnipeg","MB"
"R2H3C1",NA,NA,49.886805,-97.12392,"Winnipeg","MB"
"R2J0T6",NA,NA,49.869293,-97.063252,"Winnipeg","MB"
"R2J1N3",NA,NA,49.856543,-97.071994,"Winnipeg","MB"
"R2J2W8",NA,NA,49.856952,-97.051878,"Winnipeg","MB"
"R2K0V5",NA,NA,49.93026,-97.108532,"Winnipeg","MB"
"R2K4G4",NA,NA,49.914547,-97.060647,"Winnipeg","MB"
"R2K4J9",NA,NA,49.960425,-97.067564,"Winnipeg","MB"
"R2L3G4",NA,NA,NA,NA,NA,NA
"R2L3N2",NA,NA,NA,NA,NA,NA
"R2N0A6",NA,NA,49.804751,-97.114982,"Winnipeg","MB"
"R2N0E5",NA,NA,49.796097,-97.121916,"Winnipeg","MB"
"R2N0E6",46013,"Winnipeg South",NA,NA,NA,NA
"R2N0E9",46013,"Winnipeg South",NA,NA,NA,NA
"R2N0G9",NA,NA,NA,NA,NA,NA
"R2N1Z9",NA,NA,49.805994,-97.09401,"Winnipeg","MB"
"R2N2E6",NA,NA,49.806335,-97.097658,"Winnipeg","MB"
"R2P1K9",NA,NA,49.968987,-97.185821,"Winnipeg","MB"
"R2P1Z1",NA,NA,49.957508,-97.135663,"Winnipeg","MB"
"R2P2H8",NA,NA,49.950196,-97.18567,"Winnipeg","MB"
"R2R2Y2",NA,NA,49.94379,-97.209793,"Winnipeg","MB"
"R2S2M6",NA,NA,NA,NA,NA,NA
"R2S2S9",NA,NA,NA,NA,NA,NA
"R2S3J3",NA,NA,NA,NA,NA,NA
"R2V1X9",NA,NA,49.940371,-97.104743,"Winnipeg","MB"
"R2V4Y9",NA,NA,NA,NA,NA,NA
"R2V4Z4",NA,NA,NA,NA,NA,NA
"R2W3R6",NA,NA,49.911842,-97.13583,"Winnipeg","MB"
"R2Y2G8",NA,NA,49.882679,-97.285751,"Winnipeg","MB"
"R2Y3Z6",NA,NA,NA,NA,NA,NA
"R3B0V3",NA,NA,49.895765,-97.13486,"Winnipeg","MB"
"R3B0X3",NA,NA,49.907301,-97.137984,"Winnipeg","MB"
"R3B0X5",NA,NA,49.895623,-97.134522,"Winnipeg","MB"
"R3B0X6",NA,NA,49.8963,-97.134139,"Winnipeg","MB"
"R3B0X7",NA,NA,49.895623,-97.134522,"Winnipeg","MB"
"R3B0Y1",NA,NA,49.8963,-97.134139,"Winnipeg","MB"
"R3B3K6",NA,NA,49.888273,-97.175009,"Winnipeg","MB"
"R3B3L3",NA,NA,49.89467,-97.140625,"Winnipeg","MB"
"R3B3L7",NA,NA,49.895397,-97.13907,"Winnipeg","MB"
"R3C0H1",NA,NA,49.893846,-97.134899,"Winnipeg","MB"
"R3C1C1",NA,NA,49.884901,-97.14346,"Winnipeg","MB"
"R3C2E7",NA,NA,49.930716,-97.107462,"Winnipeg","MB"
"R3C2G1",NA,NA,49.724909,-97.083205,"Winnipeg","MB"
"R3C2G4",NA,NA,49.885956,-97.13308,"Winnipeg","MB"
"R3C2H4",NA,NA,49.891234,-97.133865,"Winnipeg","MB"
"R3C2H6",NA,NA,49.89218,-97.159042,"Winnipeg","MB"
"R3C2P5",NA,NA,49.907849,-97.133682,"Winnipeg","MB"
"R3C2S1",NA,NA,49.909528,-97.133455,"Winnipeg","MB"
"R3C2T1",NA,NA,49.891299,-97.133865,"Winnipeg","MB"
"R3C2Z6",NA,NA,49.930232,-97.122263,"Winnipeg","MB"
"R3C2Z7",NA,NA,49.934105,-97.119955,"Winnipeg","MB"
"R3C2Z9",NA,NA,49.935206,-97.11866,"Winnipeg","MB"
"R3C3A7",NA,NA,49.891346,-97.133865,"Winnipeg","MB"
"R3C3C3",NA,NA,49.89136,-97.133865,"Winnipeg","MB"
"R3C3G9",NA,NA,49.891376,-97.133865,"Winnipeg","MB"
"R3C3H2",NA,NA,49.88923,-97.142664,"Winnipeg","MB"
"R3C3J5",NA,NA,49.888397,-97.148111,"Winnipeg","MB"
"R3C3K2",NA,NA,49.884378,-97.178451,"Winnipeg","MB"
"R3C3K6",NA,NA,49.891385,-97.133865,"Winnipeg","MB"
"R3C3R1",NA,NA,49.93725,-97.116884,"Winnipeg","MB"
"R3C3R4",NA,NA,49.945508,-97.111312,"Winnipeg","MB"
"R3C3R5",NA,NA,49.946288,-97.110121,"Winnipeg","MB"
"R3C4A6",NA,NA,49.952438,-97.102498,"Winnipeg","MB"
"R3C4A7",NA,NA,49.954589,-97.09884,"Winnipeg","MB"
"R3C4B3",NA,NA,49.959874,-97.08909,"Winnipeg","MB"
"R3C4C5",NA,NA,49.891428,-97.133865,"Winnipeg","MB"
"R3C4E1",NA,NA,49.890341,-97.142584,"Winnipeg","MB"
"R3C4G1",NA,NA,49.894671,-97.138197,"Winnipeg","MB"
"R3C4H6",NA,NA,49.890937,-97.137601,"Winnipeg","MB"
"R3C4J4",NA,NA,49.887243,-97.136972,"Winnipeg","MB"
"R3C4L3",NA,NA,49.887597,-97.135811,"Winnipeg","MB"
"R3C4L9",NA,NA,49.88829,-97.131303,"Winnipeg","MB"
"R3E0J9",NA,NA,49.904167,-97.159336,"Winnipeg","MB"
"R3G1N1",NA,NA,49.888749,-97.162093,"Winnipeg","MB"
"R3G4J5",NA,NA,49.887852,-97.137238,"Winnipeg","MB"
"R3G4Y2",NA,NA,NA,NA,NA,NA
"R3H1K2",NA,NA,NA,NA,NA,NA
"R3J3X7",NA,NA,49.896518,-97.217159,"Winnipeg","MB"
"R3J3Y5",NA,NA,49.894404,-97.254417,"Winnipeg","MB"
"R3J3Z3",NA,NA,49.957199,-97.15553,"Winnipeg","MB"
"R3J4A2",NA,NA,49.883909,-97.259525,"Winnipeg","MB"
"R3J4A4",NA,NA,NA,NA,NA,NA
"R3J4G3",NA,NA,NA,NA,NA,NA
"R3K0Z4",NA,NA,49.867015,-97.181415,"Winnipeg","MB"
"R3K1B0",NA,NA,NA,NA,NA,NA
"R3K1W6",NA,NA,NA,NA,NA,NA
"R3K3E4",NA,NA,NA,NA,NA,NA
"R3L2V9",NA,NA,49.878567,-97.14787,"Winnipeg","MB"
"R3M0E6",NA,NA,49.875196,-97.151352,"Winnipeg","MB"
"R3M3S3",NA,NA,49.874184,-97.143002,"Winnipeg","MB"
"R3M3T4",NA,NA,49.872701,-97.156273,"Winnipeg","MB"
"R3M3V3",NA,NA,49.874161,-97.143083,"Winnipeg","MB"
"R3M3V4",NA,NA,49.873304,-97.151783,"Winnipeg","MB"
"R3N3N1",NA,NA,NA,NA,NA,NA
"R3N4P9",NA,NA,NA,NA,NA,NA
"R3P0Z4",NA,NA,49.837054,-97.184929,"Winnipeg","MB"
"R3P1B1",NA,NA,49.831209,-97.197541,"Winnipeg","MB"
"R3P1C6",NA,NA,49.841553,-97.182572,"Winnipeg","MB"
"R3P1E8",NA,NA,49.845129,-97.183815,"Winnipeg","MB"
"R3P2E1",NA,NA,49.843757,-97.183837,"Winnipeg","MB"
"R3P2E6",NA,NA,49.901473,-97.209804,"Winnipeg","MB"
"R3P2E7",NA,NA,49.901473,-97.209804,"Winnipeg","MB"
"R3P2M2",NA,NA,49.846024,-97.186324,"Winnipeg","MB"
"R3P2P1",NA,NA,49.851544,-97.181372,"Winnipeg","MB"
"R3P2S3",NA,NA,49.845951,-97.186992,"Winnipeg","MB"
"R3P2S7",NA,NA,NA,NA,NA,NA
"R3P3L7",NA,NA,NA,NA,NA,NA
"R3S1G7",NA,NA,NA,NA,NA,NA
"R3V0A8",46013,"Winnipeg South",NA,NA,NA,NA
"R3V1L5",NA,NA,49.762458,-97.160236,"Winnipeg","MB"
"R3V1L6",NA,NA,49.759217,-97.16095,"Winnipeg","MB"
"R3W0E1",NA,NA,49.911095,-97.025008,"Winnipeg","MB"
"R3W0E2",NA,NA,49.911447,-97.053168,"Winnipeg","MB"
"R3W0E9",NA,NA,NA,NA,NA,NA
"R3X0A9",NA,NA,49.824243,-97.081301,"Winnipeg","MB"
"R3X0G3",NA,NA,49.820161,-97.046666,"Winnipeg","MB"
"R3X0G8",NA,NA,NA,NA,NA,NA
"R3Y0C1",NA,NA,NA,NA,NA,NA
"R3Y0C6",NA,NA,49.785793,-97.174401,"Winnipeg","MB"
"R3Y0C9",NA,NA,49.802621,-97.18171,"Winnipeg","MB"
"R3Y0H5",NA,NA,NA,NA,NA,NA
"R3Y0J1",NA,NA,49.795321,-97.201656,"Winnipeg","MB"
"R3Y0R3",NA,NA,NA,NA,NA,NA
"R3Y2M5",NA,NA,NA,NA,NA,NA
"R3Y2T9",NA,NA,NA,NA,NA,NA
"R3Z4H8",NA,NA,NA,NA,NA,NA
"R4A2A3",NA,NA,49.999138,-97.050073,"West St Paul","MB"
"R4A2A4",NA,NA,49.997023,-97.043965,"West St Paul","MB"
"R4A3A6",NA,NA,50.014541,-97.077189,"West St Paul","MB"
"R4A3A8",NA,NA,49.98669,-97.1065,"West St Paul","MB"
"R4A7A3",NA,NA,50.003509,-97.144539,"West St Paul","MB"
"R4E2A7",NA,NA,NA,NA,NA,NA
"R4G0A6",NA,NA,NA,NA,NA,NA
"R4H0A4",NA,NA,49.874348,-97.388062,"Headingley","MB"
"R4H0B4",NA,NA,NA,NA,NA,NA
"R4H1K6",NA,NA,NA,NA,NA,NA
"R4K1A5",NA,NA,49.895188,-97.539511,"Cartier","MB"
"R4K1A6",NA,NA,49.895188,-97.539511,"Cartier","MB"
"R4K1C1",NA,NA,49.867979,-97.641215,"Cartier","MB"
"R4L0A2",NA,NA,NA,NA,NA,NA
"R4V3A8",NA,NA,NA,NA,NA,NA
"R5A1E7",NA,NA,49.710415,-97.16542,"Howden","MB"
"R5G0L9",NA,NA,49.524025,-96.679969,"Steinbach","MB"
"R5G0T3",46008,"Provencher",NA,NA,NA,NA
"R5G0W9",NA,NA,49.515018,-96.679905,"Steinbach","MB"
"R5G0X3",NA,NA,NA,NA,NA,NA
"R5G1A4",NA,NA,49.526449,-96.686748,"Steinbach","MB"
"R5G1A5",NA,NA,49.52645,-96.686748,"Steinbach","MB"
"R5G1A6",NA,NA,49.606448,-96.692668,"Steinbach","MB"
"R5G1A7",NA,NA,49.53749,-96.688236,"Steinbach","MB"
"R5G1B2",NA,NA,49.532024,-96.704182,"Steinbach","MB"
"R5G1B3",NA,NA,49.531269,-96.682486,"Steinbach","MB"
"R5G1B6",NA,NA,49.522415,-96.683871,"Steinbach","MB"
"R5G1K5",NA,NA,49.524701,-96.685615,"Steinbach","MB"
"R5G1L4",NA,NA,49.523199,-96.690908,"Steinbach","MB"
"R5G1L7",NA,NA,49.534469,-96.680926,"Steinbach","MB"
"R5G1L9",NA,NA,49.523145,-96.736805,"Steinbach","MB"
"R5G1M1",NA,NA,49.52133,-96.686905,"Steinbach","MB"
"R5G1M2",NA,NA,49.521785,-96.685885,"Steinbach","MB"
"R5G1M3",NA,NA,49.522913,-96.692674,"Steinbach","MB"
"R5G1M4",NA,NA,49.524939,-96.682487,"Steinbach","MB"
"R5G1M5",NA,NA,49.525572,-96.686551,"Steinbach","MB"
"R5G1M6",NA,NA,49.521238,-96.696265,"Steinbach","MB"
